year,month,day,hour,minute,second,latitude,longitude,Davistemp,Davishumidity,BlackGlobetemp,speed,direction
2026,3,26,13,21,48,319093014,-455768506,15.65,38,14.25,0.00,0.00
2026,3,26,13,21,54,319093014,-455768506,15.64,38,14.19,0.00,0.00
2026,3,26,13,22,0,319093014,-455768506,15.63,38,14.19,0.00,0.00
2026,3,26,13,22,6,319093014,-455768506,15.62,38,14.19,0.00,0.00
2026,3,26,13,22,12,319093014,-455768506,15.60,38,14.13,0.00,0.00
2026,3,26,13,22,18,319093014,-455768506,15.55,38,14.06,0.00,0.00
2026,3,26,13,22,24,319093014,-455768506,15.51,38,13.94,0.00,0.00
2026,3,26,13,22,30,319093014,-455768506,15.47,38,13.81,0.00,0.00
2026,3,26,13,22,36,319093014,-455768506,15.43,38,13.81,0.00,0.00
2026,3,26,13,22,42,319093014,-455768506,15.35,38,13.63,0.00,0.00
2026,3,26,13,22,48,319093014,-455768506,15.22,38,13.50,0.00,0.00
2026,3,26,13,22,54,319093014,-455768506,15.13,38,13.50,0.00,0.00
2026,3,26,13,23,0,319093014,-455768506,15.08,38,13.25,0.00,0.00
2026,3,26,13,23,6,319093014,-455768506,15.04,38,13.19,0.00,0.00
2026,3,26,13,23,12,319093014,-455768506,14.94,39,13.13,0.00,0.00
2026,3,26,13,23,18,319093014,-455768506,14.87,39,13.13,0.00,0.00
2026,3,26,13,23,24,319093014,-455768506,14.81,39,13.00,0.00,0.00
2026,3,26,13,23,30,319093014,-455768506,14.81,39,12.88,0.00,0.00
2026,3,26,13,23,36,319093014,-455768506,14.78,39,12.81,0.00,0.00
2026,3,26,13,23,42,319093014,-455768506,14.72,39,12.81,0.00,0.00
2026,3,26,13,23,48,319093014,-455768506,14.69,39,12.75,0.00,0.00
2026,3,26,13,23,54,319093014,-455768506,14.61,39,12.75,0.00,0.00
2026,3,26,13,24,0,319093014,-455768506,14.60,39,12.56,0.00,0.00
2026,3,26,13,24,6,319093014,-455768506,14.55,40,12.50,0.00,0.00
2026,3,26,13,24,12,319093014,-455768506,14.51,40,12.38,0.00,0.00
2026,3,26,13,24,18,319093014,-455768506,14.48,40,12.38,0.00,0.00
2026,3,26,13,24,24,319093014,-455768506,14.42,40,12.31,0.00,0.00
2026,3,26,13,24,30,319093014,-455768506,14.38,40,12.31,0.00,0.00
2026,3,26,13,24,36,319093014,-455768506,14.37,40,12.31,0.00,0.00
2026,3,26,13,24,42,319093014,-455768506,14.35,40,12.25,0.00,0.00
2026,3,26,13,24,48,319093014,-455768506,14.35,40,12.25,0.00,0.00
2026,3,26,13,24,54,319093014,-455768506,14.35,40,12.13,0.00,0.00
2026,3,26,13,25,0,319093014,-455768506,14.36,40,12.13,0.00,0.00
2026,3,26,13,25,6,319093014,-455768506,14.34,40,12.13,0.00,0.00
2026,3,26,13,25,12,319093014,-455768506,14.27,41,12.06,0.00,0.00
2026,3,26,13,25,18,319093014,-455768506,14.26,41,12.06,0.00,0.00
2026,3,26,13,25,24,319093014,-455768506,14.28,41,12.00,0.00,0.00
2026,3,26,13,25,30,319093014,-455768506,14.27,40,12.00,0.00,0.00
2026,3,26,13,25,36,319093014,-455768506,14.21,40,11.94,0.00,0.00
2026,3,26,13,25,42,319093014,-455768506,14.23,40,11.94,0.00,0.00
2026,3,26,13,25,48,319093014,-455768506,14.24,41,11.88,0.00,0.00
2026,3,26,13,25,54,319093014,-455768506,14.25,40,11.88,0.00,0.00
2026,3,26,13,26,0,319093014,-455768506,14.22,40,11.88,0.00,0.00
2026,3,26,13,26,6,319093014,-455768506,14.20,40,11.88,0.00,0.00
2026,3,26,13,26,12,319093014,-455768506,14.18,41,11.88,0.00,0.00
2026,3,26,13,26,18,319093014,-455768506,14.09,41,11.88,0.00,0.00
2026,3,26,13,26,24,319093014,-455768506,14.06,41,11.88,0.00,0.00
2026,3,26,13,26,30,319093014,-455768506,14.03,41,11.88,0.00,0.00
2026,3,26,13,26,36,319093014,-455768506,14.03,41,11.88,0.00,0.00
2026,3,26,13,26,42,319093014,-455768506,13.97,41,11.88,0.00,0.00
2026,3,26,13,26,48,319093014,-455768506,13.93,41,11.88,0.00,0.00
2026,3,26,13,26,54,319093014,-455768506,13.90,41,11.88,0.00,0.00
2026,3,26,13,27,0,319093014,-455768506,13.92,41,11.75,0.00,0.00
2026,3,26,13,27,6,319093014,-455768506,13.93,41,11.69,0.00,0.00
2026,3,26,13,27,12,319093014,-455768506,13.95,41,11.69,0.00,0.00
2026,3,26,13,27,18,319093014,-455768506,13.96,41,11.63,0.00,0.00
2026,3,26,13,27,24,319093014,-455768506,13.94,41,11.56,0.00,0.00
2026,3,26,13,27,30,319093014,-455768506,13.94,41,11.56,0.00,0.00
2026,3,26,13,27,36,319093014,-455768506,13.96,41,11.56,0.00,0.00
2026,3,26,13,27,42,319093014,-455768506,13.95,41,11.56,0.00,0.00
2026,3,26,13,27,48,319093014,-455768506,13.96,41,11.56,0.00,0.00
2026,3,26,13,27,54,319093014,-455768506,13.96,41,11.50,0.00,0.00
2026,3,26,13,28,0,319093014,-455768506,13.95,41,11.50,0.00,0.00
2026,3,26,13,28,6,319093014,-455768506,13.90,41,11.50,0.00,0.00
2026,3,26,13,28,12,319093014,-455768506,13.92,41,11.50,0.00,0.00
2026,3,26,13,28,18,319093014,-455768506,13.92,41,11.50,0.00,0.00
2026,3,26,13,28,24,319093014,-455768506,13.72,42,11.50,0.00,0.00
2026,3,26,13,28,30,319093014,-455768506,13.73,42,11.44,0.00,0.00
2026,3,26,13,28,36,319093014,-455768506,13.95,42,11.44,0.00,0.00
2026,3,26,13,28,42,319093014,-455768506,14.03,42,11.63,0.00,0.00
2026,3,26,13,28,48,319093014,-455768506,14.07,42,11.63,0.00,0.00
2026,3,26,13,28,54,319093014,-455768506,14.11,42,11.81,0.00,0.00
2026,3,26,13,29,0,319093014,-455768506,14.15,42,11.94,0.00,0.00
2026,3,26,13,29,6,319093014,-455768506,14.20,42,12.00,0.00,0.00
2026,3,26,13,29,12,319093014,-455768506,14.26,42,12.13,0.00,0.00
2026,3,26,13,29,18,319093014,-455768506,14.31,42,12.19,0.00,0.00
2026,3,26,13,29,24,319093014,-455768506,14.36,42,12.19,0.00,0.00
2026,3,26,13,29,30,319093014,-455768506,14.41,42,12.25,0.00,0.00
2026,3,26,13,29,36,319093014,-455768506,14.45,42,12.38,0.00,0.00
2026,3,26,13,29,42,319093014,-455768506,14.49,42,12.44,0.00,0.00
2026,3,26,13,29,48,319093014,-455768506,14.54,41,12.50,0.00,0.00
2026,3,26,13,29,54,319093014,-455768506,14.59,41,12.50,0.00,0.00
2026,3,26,13,30,0,319093014,-455768506,14.63,41,12.56,0.00,0.00
2026,3,26,13,30,6,319093014,-455768506,14.67,41,12.69,0.00,0.00
2026,3,26,13,30,12,319093014,-455768506,14.72,41,12.75,0.00,0.00
2026,3,26,13,30,18,319093014,-455768506,14.76,41,12.88,0.00,0.00
